"","missingprop_autocor","parameters","param_value","param_se","missingness","type","curSim","sim_no","simParams","missingnessName"
"55","1","sigma",0.911157034714524,NA,"MAR","Kalman Filter",991,"N_190_sim_91",NA,"propMissAct_0.47_autoCorr_0.03"
"56","1","phi",-0.20903885738922,0.100049032937637,"MAR","simple drop NA",991,"N_190_sim_91",0.019941726885736,"propMissAct_0.47_autoCorr_0.03"
"57","1","intercept",-0.383940994606629,0.0784641052005717,"MAR","simple drop NA",991,"N_190_sim_91",-0.541980492994855,"propMissAct_0.47_autoCorr_0.03"
"58","1","xreg1",0.76408088199611,0.100705910677503,"MAR","simple drop NA",991,"N_190_sim_91",0.792324791224764,"propMissAct_0.47_autoCorr_0.03"
"59","1","xreg2",-1.42769968929034,0.0942390247493637,"MAR","simple drop NA",991,"N_190_sim_91",-1.33851921165755,"propMissAct_0.47_autoCorr_0.03"
"60","1","sigma",0.882380154511629,NA,"MAR","simple drop NA",991,"N_190_sim_91",NA,"propMissAct_0.47_autoCorr_0.03"
"61","1","phi",-0.0613733698386306,0.13856960519797,"MAR","comple case drop NA",991,"N_190_sim_91",0.019941726885736,"propMissAct_0.47_autoCorr_0.03"
"62","1","intercept",-0.541220716899499,0.119657224885214,"MAR","comple case drop NA",991,"N_190_sim_91",-0.541980492994855,"propMissAct_0.47_autoCorr_0.03"
"63","1","xreg1",0.62593321059859,0.145609464955701,"MAR","comple case drop NA",991,"N_190_sim_91",0.792324791224764,"propMissAct_0.47_autoCorr_0.03"
"64","1","xreg2",-1.40204953357408,0.117453485821216,"MAR","comple case drop NA",991,"N_190_sim_91",-1.33851921165755,"propMissAct_0.47_autoCorr_0.03"
"65","1","sigma",0.812174415701801,NA,"MAR","comple case drop NA",991,"N_190_sim_91",NA,"propMissAct_0.47_autoCorr_0.03"
"66",NA,"phi",-0.0382951932428574,0.0847597753903299,"MAR","Multiple Imputation",991,"N_190_sim_91",0.019941726885736,"propMissAct_0.47_autoCorr_0.03"
"67",NA,"intercept",-0.374226756120947,0.0878574718347994,"MAR","Multiple Imputation",991,"N_190_sim_91",-0.541980492994855,"propMissAct_0.47_autoCorr_0.03"
"68",NA,"xreg1",0.788925658959137,0.129856034932885,"MAR","Multiple Imputation",991,"N_190_sim_91",0.792324791224764,"propMissAct_0.47_autoCorr_0.03"
"69",NA,"xreg2",-1.45879926625831,0.0874307193867538,"MAR","Multiple Imputation",991,"N_190_sim_91",-1.33851921165755,"propMissAct_0.47_autoCorr_0.03"
"70",NA,"sigma",0.922204914458861,NA,"MAR","Multiple Imputation",991,"N_190_sim_91",NA,"propMissAct_0.47_autoCorr_0.03"
"71",NA,"intercept",-0.37827515967027,0.0964078682615906,"MAR","data augmentation",991,"N_190_sim_91",-0.541980492994855,"propMissAct_0.47_autoCorr_0.03"
"72",NA,"xreg1",0.77818765730089,0.108074289317681,"MAR","data augmentation",991,"N_190_sim_91",0.792324791224764,"propMissAct_0.47_autoCorr_0.03"
"73",NA,"xreg2",-1.46371912750845,0.0991427246044552,"MAR","data augmentation",991,"N_190_sim_91",-1.33851921165755,"propMissAct_0.47_autoCorr_0.03"
"74",NA,"phi",-0.0850542877066203,0.124698122373357,"MAR","data augmentation",991,"N_190_sim_91",0.019941726885736,"propMissAct_0.47_autoCorr_0.03"
"75",NA,"sigma",0.982279493278792,0.0716721980035699,"MAR","data augmentation",991,"N_190_sim_91",NA,"propMissAct_0.47_autoCorr_0.03"
"76","1","phi",0.350155092288889,0.119517834179803,"MAR","Kalman Filter",992,"N_190_sim_92",0.165473942644894,"propMissAct_0.47_autoCorr_0.1"
"77","1","intercept",1.94409460374474,0.121617112168672,"MAR","Kalman Filter",992,"N_190_sim_92",2.07061278025011,"propMissAct_0.47_autoCorr_0.1"
"78","1","xreg1",-1.6887218963497,0.0899855047092999,"MAR","Kalman Filter",992,"N_190_sim_92",-1.56512022034096,"propMissAct_0.47_autoCorr_0.1"
"79","1","xreg2",-0.977179621897953,0.0925221723689513,"MAR","Kalman Filter",992,"N_190_sim_92",-1.07095745532019,"propMissAct_0.47_autoCorr_0.1"
"80","1","sigma",0.83733235429634,NA,"MAR","Kalman Filter",992,"N_190_sim_92",NA,"propMissAct_0.47_autoCorr_0.1"
"81","1","phi",0.283734436117428,0.0961309674068542,"MAR","simple drop NA",992,"N_190_sim_92",0.165473942644894,"propMissAct_0.47_autoCorr_0.1"
"82","1","intercept",1.94035698914587,0.130529482586098,"MAR","simple drop NA",992,"N_190_sim_92",2.07061278025011,"propMissAct_0.47_autoCorr_0.1"
"83","1","xreg1",-1.66788231871365,0.0886643936347089,"MAR","simple drop NA",992,"N_190_sim_92",-1.56512022034096,"propMissAct_0.47_autoCorr_0.1"
"84","1","xreg2",-0.973251072036376,0.0939532211925592,"MAR","simple drop NA",992,"N_190_sim_92",-1.07095745532019,"propMissAct_0.47_autoCorr_0.1"
"85","1","sigma",0.874034144014961,NA,"MAR","simple drop NA",992,"N_190_sim_92",NA,"propMissAct_0.47_autoCorr_0.1"
"86","1","phi",0.0513168650060775,0.141380754108522,"MAR","comple case drop NA",992,"N_190_sim_92",0.165473942644894,"propMissAct_0.47_autoCorr_0.1"
"87","1","intercept",2.01574820102286,0.134615857700067,"MAR","comple case drop NA",992,"N_190_sim_92",2.07061278025011,"propMissAct_0.47_autoCorr_0.1"
"88","1","xreg1",-1.69854465925648,0.123944215789356,"MAR","comple case drop NA",992,"N_190_sim_92",-1.56512022034096,"propMissAct_0.47_autoCorr_0.1"
"89","1","xreg2",-0.951815776136446,0.135859503138119,"MAR","comple case drop NA",992,"N_190_sim_92",-1.07095745532019,"propMissAct_0.47_autoCorr_0.1"
"90","1","sigma",0.904686377722113,NA,"MAR","comple case drop NA",992,"N_190_sim_92",NA,"propMissAct_0.47_autoCorr_0.1"
"91",NA,"phi",0.120697021773267,0.0818978681695763,"MAR","Multiple Imputation",992,"N_190_sim_92",0.165473942644894,"propMissAct_0.47_autoCorr_0.1"
"92",NA,"intercept",1.95957895727705,0.0964935298977731,"MAR","Multiple Imputation",992,"N_190_sim_92",2.07061278025011,"propMissAct_0.47_autoCorr_0.1"
"93",NA,"xreg1",-1.68471231880711,0.108561305596002,"MAR","Multiple Imputation",992,"N_190_sim_92",-1.56512022034096,"propMissAct_0.47_autoCorr_0.1"
"94",NA,"xreg2",-1.01464174144698,0.0932009689568048,"MAR","Multiple Imputation",992,"N_190_sim_92",-1.07095745532019,"propMissAct_0.47_autoCorr_0.1"
"95",NA,"sigma",0.92516842388321,NA,"MAR","Multiple Imputation",992,"N_190_sim_92",NA,"propMissAct_0.47_autoCorr_0.1"
"96",NA,"intercept",1.93783611505704,0.12715425988681,"MAR","data augmentation",992,"N_190_sim_92",2.07061278025011,"propMissAct_0.47_autoCorr_0.1"
"97",NA,"xreg1",-1.6856866757987,0.0940311094908498,"MAR","data augmentation",992,"N_190_sim_92",-1.56512022034096,"propMissAct_0.47_autoCorr_0.1"
"98",NA,"xreg2",-0.973599496477231,0.0944945969246663,"MAR","data augmentation",992,"N_190_sim_92",-1.07095745532019,"propMissAct_0.47_autoCorr_0.1"
"99",NA,"phi",0.340368065442041,0.118909887117612,"MAR","data augmentation",992,"N_190_sim_92",0.165473942644894,"propMissAct_0.47_autoCorr_0.1"
"100",NA,"sigma",0.943978641023116,0.0699071542733627,"MAR","data augmentation",992,"N_190_sim_92",NA,"propMissAct_0.47_autoCorr_0.1"
"101","1","phi",0.756709870595834,0.0555195449546443,"MAR","Kalman Filter",993,"N_190_sim_93",0.784135757572949,"propMissAct_0.47_autoCorr_0.06"
"102","1","intercept",-0.0493989926078361,0.297117098364365,"MAR","Kalman Filter",993,"N_190_sim_93",-0.819865565046083,"propMissAct_0.47_autoCorr_0.06"
"103","1","xreg1",1.60693643732877,0.0856748141683467,"MAR","Kalman Filter",993,"N_190_sim_93",1.50097555229493,"propMissAct_0.47_autoCorr_0.06"
"104","1","xreg2",-1.6797894853068,0.10318364699908,"MAR","Kalman Filter",993,"N_190_sim_93",-1.39055769586898,"propMissAct_0.47_autoCorr_0.06"
"105","1","sigma",0.957320547496866,NA,"MAR","Kalman Filter",993,"N_190_sim_93",NA,"propMissAct_0.47_autoCorr_0.06"
"106","1","phi",0.658448509115618,0.0749802203673889,"MAR","simple drop NA",993,"N_190_sim_93",0.784135757572949,"propMissAct_0.47_autoCorr_0.06"
"107","1","intercept",-0.0191390869381971,0.334850419774425,"MAR","simple drop NA",993,"N_190_sim_93",-0.819865565046083,"propMissAct_0.47_autoCorr_0.06"
"108","1","xreg1",1.60653029425604,0.0964133335560272,"MAR","simple drop NA",993,"N_190_sim_93",1.50097555229493,"propMissAct_0.47_autoCorr_0.06"
"109","1","xreg2",-1.75881837787606,0.108946869066258,"MAR","simple drop NA",993,"N_190_sim_93",-1.39055769586898,"propMissAct_0.47_autoCorr_0.06"
"110","1","sigma",1.3553570034161,NA,"MAR","simple drop NA",993,"N_190_sim_93",NA,"propMissAct_0.47_autoCorr_0.06"
"111","1","phi",0.483882713824089,0.123654175245489,"MAR","comple case drop NA",993,"N_190_sim_93",0.784135757572949,"propMissAct_0.47_autoCorr_0.06"
"112","1","intercept",0.0216037886069111,0.362884878073103,"MAR","comple case drop NA",993,"N_190_sim_93",-0.819865565046083,"propMissAct_0.47_autoCorr_0.06"
"113","1","xreg1",1.58554404895414,0.168251514752083,"MAR","comple case drop NA",993,"N_190_sim_93",1.50097555229493,"propMissAct_0.47_autoCorr_0.06"
"114","1","xreg2",-1.72192654897567,0.210989698425234,"MAR","comple case drop NA",993,"N_190_sim_93",-1.39055769586898,"propMissAct_0.47_autoCorr_0.06"
"115","1","sigma",1.97919508654543,NA,"MAR","comple case drop NA",993,"N_190_sim_93",NA,"propMissAct_0.47_autoCorr_0.06"
"116",NA,"phi",0.333840184055436,0.100668847006544,"MAR","Multiple Imputation",993,"N_190_sim_93",0.784135757572949,"propMissAct_0.47_autoCorr_0.06"
"117",NA,"intercept",-0.138134758637112,0.227086582501046,"MAR","Multiple Imputation",993,"N_190_sim_93",-0.819865565046083,"propMissAct_0.47_autoCorr_0.06"
"118",NA,"xreg1",1.51824011230458,0.133808075654683,"MAR","Multiple Imputation",993,"N_190_sim_93",1.50097555229493,"propMissAct_0.47_autoCorr_0.06"
"119",NA,"xreg2",-1.58740568823472,0.120445189570285,"MAR","Multiple Imputation",993,"N_190_sim_93",-1.39055769586898,"propMissAct_0.47_autoCorr_0.06"
"120",NA,"sigma",1.88562863626092,NA,"MAR","Multiple Imputation",993,"N_190_sim_93",NA,"propMissAct_0.47_autoCorr_0.06"
"121",NA,"intercept",0.0205822950208487,0.32200701994094,"MAR","data augmentation",993,"N_190_sim_93",-0.819865565046083,"propMissAct_0.47_autoCorr_0.06"
"122",NA,"xreg1",1.59391734181631,0.087500924590948,"MAR","data augmentation",993,"N_190_sim_93",1.50097555229493,"propMissAct_0.47_autoCorr_0.06"
"123",NA,"xreg2",-1.69189327169937,0.103223892810086,"MAR","data augmentation",993,"N_190_sim_93",-1.39055769586898,"propMissAct_0.47_autoCorr_0.06"
"124",NA,"phi",0.7556006578174,0.0596663179786433,"MAR","data augmentation",993,"N_190_sim_93",0.784135757572949,"propMissAct_0.47_autoCorr_0.06"
"125",NA,"sigma",1.01588758803361,0.0761192742913466,"MAR","data augmentation",993,"N_190_sim_93",NA,"propMissAct_0.47_autoCorr_0.06"
"126","1","phi",0.690481255101957,0.0636708490676775,"MAR","Kalman Filter",994,"N_190_sim_94",0.742432937771082,"propMissAct_0.47_autoCorr_0.11"
"127","1","intercept",0.22888312162828,0.264758718384647,"MAR","Kalman Filter",994,"N_190_sim_94",0.104390904670138,"propMissAct_0.47_autoCorr_0.11"
"128","1","xreg1",-0.358632792236016,0.10765171942431,"MAR","Kalman Filter",994,"N_190_sim_94",-0.383880385322328,"propMissAct_0.47_autoCorr_0.11"
"129","1","xreg2",0.926677678846891,0.10059070993755,"MAR","Kalman Filter",994,"N_190_sim_94",1.0241598647645,"propMissAct_0.47_autoCorr_0.11"
"130","1","sigma",1.17938400624249,NA,"MAR","Kalman Filter",994,"N_190_sim_94",NA,"propMissAct_0.47_autoCorr_0.11"
"131","1","phi",0.502188472253832,0.0859339515090251,"MAR","simple drop NA",994,"N_190_sim_94",0.742432937771082,"propMissAct_0.47_autoCorr_0.11"
"132","1","intercept",0.195925875265286,0.260630227798148,"MAR","simple drop NA",994,"N_190_sim_94",0.104390904670138,"propMissAct_0.47_autoCorr_0.11"
"133","1","xreg1",-0.364336550985814,0.129529498053242,"MAR","simple drop NA",994,"N_190_sim_94",-0.383880385322328,"propMissAct_0.47_autoCorr_0.11"
"134","1","xreg2",0.897623967031244,0.112345280951565,"MAR","simple drop NA",994,"N_190_sim_94",1.0241598647645,"propMissAct_0.47_autoCorr_0.11"
"135","1","sigma",1.71116583655389,NA,"MAR","simple drop NA",994,"N_190_sim_94",NA,"propMissAct_0.47_autoCorr_0.11"
"136","1","phi",0.480575859328762,0.118840258253833,"MAR","comple case drop NA",994,"N_190_sim_94",0.742432937771082,"propMissAct_0.47_autoCorr_0.11"
"137","1","intercept",0.164151109164972,0.3192972069317,"MAR","comple case drop NA",994,"N_190_sim_94",0.104390904670138,"propMissAct_0.47_autoCorr_0.11"
"138","1","xreg1",-0.100481425924479,0.175586242716213,"MAR","comple case drop NA",994,"N_190_sim_94",-0.383880385322328,"propMissAct_0.47_autoCorr_0.11"
"139","1","xreg2",0.941862392793064,0.165206175479259,"MAR","comple case drop NA",994,"N_190_sim_94",1.0241598647645,"propMissAct_0.47_autoCorr_0.11"
"140","1","sigma",1.60613108693719,NA,"MAR","comple case drop NA",994,"N_190_sim_94",NA,"propMissAct_0.47_autoCorr_0.11"
"141",NA,"phi",0.374623599913153,0.0741906609929537,"MAR","Multiple Imputation",994,"N_190_sim_94",0.742432937771082,"propMissAct_0.47_autoCorr_0.11"
"142",NA,"intercept",0.226090821266766,0.18669299024364,"MAR","Multiple Imputation",994,"N_190_sim_94",0.104390904670138,"propMissAct_0.47_autoCorr_0.11"
"143",NA,"xreg1",-0.345358003121266,0.124029231969159,"MAR","Multiple Imputation",994,"N_190_sim_94",-0.383880385322328,"propMissAct_0.47_autoCorr_0.11"
"144",NA,"xreg2",0.897942402971955,0.160069617619401,"MAR","Multiple Imputation",994,"N_190_sim_94",1.0241598647645,"propMissAct_0.47_autoCorr_0.11"
"145",NA,"sigma",1.99407929910405,NA,"MAR","Multiple Imputation",994,"N_190_sim_94",NA,"propMissAct_0.47_autoCorr_0.11"
"146",NA,"intercept",0.195803310698105,0.281474066701108,"MAR","data augmentation",994,"N_190_sim_94",0.104390904670138,"propMissAct_0.47_autoCorr_0.11"
"147",NA,"xreg1",-0.359648267349363,0.111930983287289,"MAR","data augmentation",994,"N_190_sim_94",-0.383880385322328,"propMissAct_0.47_autoCorr_0.11"
"148",NA,"xreg2",0.925107549180762,0.103040127280585,"MAR","data augmentation",994,"N_190_sim_94",1.0241598647645,"propMissAct_0.47_autoCorr_0.11"
"149",NA,"phi",0.687418966793696,0.066812362248002,"MAR","data augmentation",994,"N_190_sim_94",0.742432937771082,"propMissAct_0.47_autoCorr_0.11"
"150",NA,"sigma",1.12368210063836,0.086195940356554,"MAR","data augmentation",994,"N_190_sim_94",NA,"propMissAct_0.47_autoCorr_0.11"
"151","1","phi",0.796903908117328,0.0498390333968816,"MAR","Kalman Filter",995,"N_190_sim_95",0.780365973524749,"propMissAct_0.47_autoCorr_0"
"152","1","intercept",0.369289436981342,0.306400643110943,"MAR","Kalman Filter",995,"N_190_sim_95",0.545309730514743,"propMissAct_0.47_autoCorr_0"
"153","1","xreg1",0.746397473536256,0.0806511072708553,"MAR","Kalman Filter",995,"N_190_sim_95",0.740129277288972,"propMissAct_0.47_autoCorr_0"
"154","1","xreg2",-0.72882732166202,0.0745159200253715,"MAR","Kalman Filter",995,"N_190_sim_95",-0.695858190889834,"propMissAct_0.47_autoCorr_0"
"155","1","sigma",0.741213391824769,NA,"MAR","Kalman Filter",995,"N_190_sim_95",NA,"propMissAct_0.47_autoCorr_0"
"156","1","phi",0.685266189006824,0.072320781374331,"MAR","simple drop NA",995,"N_190_sim_95",0.780365973524749,"propMissAct_0.47_autoCorr_0"
"157","1","intercept",0.489386601824072,0.321015495404787,"MAR","simple drop NA",995,"N_190_sim_95",0.545309730514743,"propMissAct_0.47_autoCorr_0"
"158","1","xreg1",0.708182700124775,0.0865549521289747,"MAR","simple drop NA",995,"N_190_sim_95",0.740129277288972,"propMissAct_0.47_autoCorr_0"
"159","1","xreg2",-0.760752834655044,0.0798946692255573,"MAR","simple drop NA",995,"N_190_sim_95",-0.695858190889834,"propMissAct_0.47_autoCorr_0"
"160","1","sigma",1.0617624717635,NA,"MAR","simple drop NA",995,"N_190_sim_95",NA,"propMissAct_0.47_autoCorr_0"
"161","1","phi",0.588887384401699,0.111637561956791,"MAR","comple case drop NA",995,"N_190_sim_95",0.780365973524749,"propMissAct_0.47_autoCorr_0"
"162","1","intercept",0.357405470508726,0.384293803785863,"MAR","comple case drop NA",995,"N_190_sim_95",0.545309730514743,"propMissAct_0.47_autoCorr_0"
"163","1","xreg1",0.83549301235988,0.148174625943305,"MAR","comple case drop NA",995,"N_190_sim_95",0.740129277288972,"propMissAct_0.47_autoCorr_0"
"164","1","xreg2",-0.59821422303615,0.131821288083997,"MAR","comple case drop NA",995,"N_190_sim_95",-0.695858190889834,"propMissAct_0.47_autoCorr_0"
"165","1","sigma",1.36188216573211,NA,"MAR","comple case drop NA",995,"N_190_sim_95",NA,"propMissAct_0.47_autoCorr_0"
"166",NA,"phi",0.352585856521349,0.0804457717194123,"MAR","Multiple Imputation",995,"N_190_sim_95",0.780365973524749,"propMissAct_0.47_autoCorr_0"
"167",NA,"intercept",0.499486313470893,0.178136114699378,"MAR","Multiple Imputation",995,"N_190_sim_95",0.545309730514743,"propMissAct_0.47_autoCorr_0"
"168",NA,"xreg1",0.566645665348954,0.154197030744201,"MAR","Multiple Imputation",995,"N_190_sim_95",0.740129277288972,"propMissAct_0.47_autoCorr_0"
"169",NA,"xreg2",-0.666935383614671,0.149811219229264,"MAR","Multiple Imputation",995,"N_190_sim_95",-0.695858190889834,"propMissAct_0.47_autoCorr_0"
"170",NA,"sigma",1.71930504740278,NA,"MAR","Multiple Imputation",995,"N_190_sim_95",NA,"propMissAct_0.47_autoCorr_0"
"171",NA,"intercept",0.425621010956824,0.336066597999572,"MAR","data augmentation",995,"N_190_sim_95",0.545309730514743,"propMissAct_0.47_autoCorr_0"
"172",NA,"xreg1",0.743540364235979,0.083321225847547,"MAR","data augmentation",995,"N_190_sim_95",0.740129277288972,"propMissAct_0.47_autoCorr_0"
"173",NA,"xreg2",-0.727602265634596,0.0770411534771668,"MAR","data augmentation",995,"N_190_sim_95",-0.695858190889834,"propMissAct_0.47_autoCorr_0"
"174",NA,"phi",0.799002433993921,0.0537048933069512,"MAR","data augmentation",995,"N_190_sim_95",0.780365973524749,"propMissAct_0.47_autoCorr_0"
