"","X","simNumber","autocorrs","prop_miss","autocorr_act","estim_r","estim_alpha","se_r","se_alpha","lower_r","lower_alpha","upper_r","upper_alpha","r","alpha","N0"
"8297",1,156,0.6,0.53,0.11,0.72182788174019,0.134243379901417,0.260098396963759,0.0459035335466243,0.197109760885479,0.046886519184039,1.21951683358165,0.227594723119656,0.0190551837545231,0.00987092510960065,23
"8298",1,156,0.6,0.12,0.71,-0.16660406253814,0.000876462219423163,0.205269346496801,0.0122114283797606,-0.582259741417275,-0.0230574422691596,0.223324497761946,0.0248809306816682,0.0190551837545231,0.00987092510960065,23
"8299",1,156,0.6,0.5,0.52,0.496467488343139,0.0287749084684766,0.163944255103193,0.00847340327431681,0.169242644555822,0.0123049154601887,0.812463257076685,0.0455623460941242,0.0190551837545231,0.00987092510960065,23
"8300",1,156,0.6,0.47,0.52,0.124036145713869,0.0141090391945332,0.244103514579412,0.0137476033906882,-0.361318930190793,-0.012691692240935,0.596232905588294,0.0412419908992408,0.0190551837545231,0.00987092510960065,23
"8301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8302",1,159,0.6,0.21,0.56,-0.0602456369715981,0.0202281196045662,0.266790462028622,0.0384373215863548,-0.613396687040391,-0.0549832767414639,0.436080036850029,0.0964426742864324,0.0267707288088794,0.0086768686377909,17
"8303",1,159,0.6,0.06,0.57,-0.0200019122230923,0.0246855002317752,0.270439205033841,0.0390178549811674,-0.579806401929641,-0.0515264468739945,0.484006587066175,0.10219869878571,0.0267707288088794,0.0086768686377909,17
"8304",1,159,0.6,0.35,0.57,-0.0167532157841786,0.0215031886427168,0.275500060297627,0.0377257751336823,-0.581630593613927,-0.0517183111987494,0.501375590687446,0.0968007181706017,0.0267707288088794,0.0086768686377909,17
"8305",1,159,0.6,0.24,0.18,0.221818960028854,0.0824385395194839,0.302791595437242,0.0612284816962978,-0.401126190416452,-0.0353275975313019,0.790485963127793,0.206204710502353,0.0267707288088794,0.0086768686377909,17
"8306",1,159,0.6,0.24,0.07,0.585606546328283,0.260297159275748,0.405405310033888,0.13938501798815,-0.252669889573741,-0.0113846203068402,1.34486385504159,0.538482399171739,0.0267707288088794,0.0086768686377909,17
"8307",1,159,0.6,0.18,0.59,0.00346876698125011,0.0268751355717301,0.286392630052301,0.0409071033092052,-0.587260544910832,-0.0531105571592654,0.538901325765103,0.107933540363877,0.0267707288088794,0.0086768686377909,17
"8308",1,159,0.6,0.24,0.59,0.0820254093549331,0.0377759976363191,0.289782012940163,0.0409516519952061,-0.51670107522451,-0.0427023056851695,0.62258559326537,0.118446741637037,0.0267707288088794,0.0086768686377909,17
"8309",1,159,0.6,0.3,0.56,0.037542582695298,0.0335209076180834,0.230195749430516,0.0363296533239378,-0.432367828043901,-0.0366121564771043,0.472127070739961,0.106341802823076,0.0267707288088794,0.0086768686377909,17
"8310",1,159,0.6,0.81,0.42,0.499270530517403,0.00235221816014732,0.0335673258507424,0.000241717102553286,0.432869480569099,0.00188010859927584,0.564463192166645,0.00282779320880184,0.0267707288088794,0.0086768686377909,17
"8311",1,159,0.6,0.72,0.32,0.534376055349679,0.0766077664597864,0.161327264501288,0.01950454609759,0.209483145275974,0.038694015014881,0.84243916815159,0.115250172432434,0.0267707288088794,0.0086768686377909,17
